"idhod","hodnota","ukaz_kod","vzdelani_cis","vzdelani_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vzdelani_txt","uzemi_txt"
"944994074","69","3162","5784","109","43","586773","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Vřesovice"
"945022440","73","3162","5784","117","43","586773","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Vřesovice"
"945036050","5","3162","5784","130","43","586773","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Vřesovice"
"945003961","602","3162",,,"43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Žádovice"
"945022566","4","3162","1294","001","43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Žádovice"
"944994305","27","3162","1294","900","43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Žádovice"
"945029204","134","3162","5181","35450001","43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Žádovice"
"945029203","308","3162","5784","105","43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Žádovice"
"945009093","44","3162","5784","109","43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Žádovice"
"944994304","79","3162","5784","117","43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Žádovice"
"945029205","6","3162","5784","130","43","586781","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Žádovice"
"944983747","885","3162",,,"43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Žarošice"
"945009212","2","3162","1294","001","43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Žarošice"
"945009211","32","3162","1294","900","43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Žarošice"
"945015855","263","3162","5181","35450001","43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Žarošice"
"944994306","316","3162","5784","105","43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Žarošice"
"945002540","138","3162","5784","109","43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Žarošice"
"945022567","123","3162","5784","117","43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Žarošice"
"945022568","11","3162","5784","130","43","586790","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Žarošice"
"944997189","2089","3162",,,"43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Ždánice"
"944994558","15","3162","1294","001","43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Ždánice"
"945002661","101","3162","1294","900","43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Ždánice"
"945015977","649","3162","5181","35450001","43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Ždánice"
"945029315","801","3162","5784","105","43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Ždánice"
"944994555","224","3162","5784","109","43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Ždánice"
"944994556","278","3162","5784","117","43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Ždánice"
"944994557","21","3162","5784","130","43","586803","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Ždánice"
"945010711","423","3162",,,"43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Želetice"
"944994795","1","3162","1294","001","43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Želetice"
"944994560","20","3162","1294","900","43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Želetice"
"945036158","123","3162","5181","35450001","43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Želetice"
"944994559","192","3162","5784","105","43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Želetice"
"945009213","31","3162","5784","109","43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Želetice"
"945002662","47","3162","5784","117","43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Želetice"
"945009214","9","3162","5784","130","43","586811","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Želetice"
"945010712","823","3162",,,"43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Žeravice"
"945009343","5","3162","1294","001","43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Žeravice"
"944994797","45","3162","1294","900","43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Žeravice"
"945002775","184","3162","5181","35450001","43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Žeravice"
"945036278","362","3162","5784","105","43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Žeravice"
"945029419","80","3162","5784","109","43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Žeravice"
"944994796","143","3162","5784","117","43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Žeravice"
"945016104","4","3162","5784","130","43","586820","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Žeravice"
"945010713","155","3162",,,"43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Žeraviny"
"945009344","0","3162","1294","001","43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Žeraviny"
"945036280","10","3162","1294","900","43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Žeraviny"
"945016105","37","3162","5181","35450001","43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Žeraviny"
"944994798","75","3162","5784","105","43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Žeraviny"
"944994799","7","3162","5784","109","43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Žeraviny"
"945036279","23","3162","5784","117","43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Žeraviny"
"944994800","3","3162","5784","130","43","586838","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Žeraviny"
"945004066","42477","3162",,,"43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Jihlava"
"945036400","243","3162","1294","001","43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Jihlava"
"945016217","2439","3162","1294","900","43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Jihlava"
"945036398","14228","3162","5181","35450001","43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Jihlava"
"945009471","12896","3162","5784","105","43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Jihlava"
"944995040","7099","3162","5784","109","43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Jihlava"
"944995041","4925","3162","5784","117","43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Jihlava"
"945036399","647","3162","5784","130","43","586846","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Jihlava"
"944997307","136","3162",,,"43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Arnolec"
"944995044","0","3162","1294","001","43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Arnolec"
"945022933","1","3162","1294","900","43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Arnolec"
"945009472","37","3162","5181","35450001","43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Arnolec"
"944995042","73","3162","5784","105","43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Arnolec"
"944995043","11","3162","5784","109","43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Arnolec"
"945036401","14","3162","5784","117","43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Arnolec"
"945029539","0","3162","5784","130","43","586854","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Arnolec"
"945024123","1899","3162",,,"43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Batelov"
"945016108","7","3162","1294","001","43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Batelov"
"945002776","57","3162","1294","900","43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Batelov"
"945022814","547","3162","5181","35450001","43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Batelov"
"945036402","817","3162","5784","105","43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Batelov"
"945023059","186","3162","5784","109","43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Batelov"
"944994801","261","3162","5784","117","43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Batelov"
"945016107","24","3162","5784","130","43","586862","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Batelov"
"945030757","280","3162",,,"43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Lipová"
"945016218","4","3162","1294","001","43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Lipová"
"944994802","12","3162","1294","900","43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Lipová"
"945029423","68","3162","5181","35450001","43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Lipová"
"945002777","122","3162","5784","105","43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Lipová"
"945029422","26","3162","5784","109","43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Lipová"
"945036281","43","3162","5784","117","43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Lipová"
"945002778","5","3162","5784","130","43","586871","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Lipová"
"944984024","225","3162",,,"43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Bílý Kámen"
"944995046","1","3162","1294","001","43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Bílý Kámen"
"944995045","3","3162","1294","900","43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Bílý Kámen"
"945036403","70","3162","5181","35450001","43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Bílý Kámen"
"945029540","73","3162","5784","105","43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Bílý Kámen"
"945029541","51","3162","5784","109","43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Bílý Kámen"
"945002904","23","3162","5784","117","43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Bílý Kámen"
"945016219","4","3162","5784","130","43","586889","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Bílý Kámen"
"945004067","342","3162",,,"43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Bítovčice"
"945009475","1","3162","1294","001","43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Bítovčice"
"945002905","26","3162","1294","900","43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Bítovčice"
"945036404","89","3162","5181","35450001","43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Bítovčice"
"945022934","152","3162","5784","105","43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Bítovčice"
"945009473","20","3162","5784","109","43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Bítovčice"
"945029542","49","3162","5784","117","43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Bítovčice"
"945009474","5","3162","5784","130","43","586897","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Bítovčice"
"944984025","102","3162",,,"43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Bohuslavice"
"945009593","1","3162","1294","001","43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Bohuslavice"
"944995264","8","3162","1294","900","43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Bohuslavice"
"945003026","34","3162","5181","35450001","43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Bohuslavice"
"945009591","34","3162","5784","105","43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Bohuslavice"
"944995263","11","3162","5784","109","43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Bohuslavice"
"945009592","14","3162","5784","117","43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Bohuslavice"
"945023062","0","3162","5784","130","43","586901","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Bohuslavice"
"945004068","207","3162",,,"43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Rudimov"
"945009594","0","3162","1294","001","43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Rudimov"
"945003027","7","3162","1294","900","43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Rudimov"
"944995266","58","3162","5181","35450001","43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Rudimov"
"944995265","94","3162","5784","105","43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Rudimov"
"945023063","16","3162","5784","109","43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Rudimov"
"945023064","31","3162","5784","117","43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Rudimov"
"944995267","1","3162","5784","130","43","586919","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Rudimov"
"945004069","134","3162",,,"43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Boršov"
"945023193","0","3162","1294","001","43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Boršov"
"945023192","5","3162","1294","900","43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Boršov"
"945003147","49","3162","5181","35450001","43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Boršov"
"945016350","43","3162","5784","105","43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Boršov"
"945003146","18","3162","5784","109","43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Boršov"
"945029789","17","3162","5784","117","43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Boršov"
"945029790","2","3162","5784","130","43","586927","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Boršov"
"945030758","3098","3162",,,"43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Brtnice"
"944995516","14","3162","1294","001","43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Brtnice"
"945009712","159","3162","1294","900","43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Brtnice"
"945009711","893","3162","5181","35450001","43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Brtnice"
"945016465","1274","3162","5784","105","43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Brtnice"
"945016466","325","3162","5784","109","43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Brtnice"
"945036636","399","3162","5784","117","43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Brtnice"
"944995515","34","3162","5784","130","43","586943","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Brtnice"
"945010714","246","3162",,,"43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Brzkov"
"944995733","0","3162","1294","001","43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Brzkov"
"945023312","14","3162","1294","900","43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Brzkov"
"945009842","69","3162","5181","35450001","43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Brzkov"
"945023194","113","3162","5784","105","43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Brzkov"
"945023195","16","3162","5784","109","43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Brzkov"
"944995732","32","3162","5784","117","43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Brzkov"
"945036770","2","3162","5784","130","43","586951","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Brzkov"
"945024124","141","3162",,,"43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Křekov"
"945003263","1","3162","1294","001","43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Křekov"
"944995737","10","3162","1294","900","43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Křekov"
"944995735","45","3162","5181","35450001","43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Křekov"
"945003261","52","3162","5784","105","43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Křekov"
"945003262","16","3162","5784","109","43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Křekov"
"944995734","14","3162","5784","117","43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Křekov"
"944995736","3","3162","5784","130","43","586960","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Křekov"
"944984026","421","3162",,,"43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Cejle"
"945023197","0","3162","1294","001","43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Cejle"
"945029791","15","3162","1294","900","43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Cejle"
"944995995","137","3162","5181","35450001","43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Cejle"
"945023313","148","3162","5784","105","43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Cejle"
"945009843","71","3162","5784","109","43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Cejle"
"945029931","38","3162","5784","117","43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Cejle"
"945036638","12","3162","5784","130","43","586978","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Cejle"
"944997308","157","3162",,,"43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Cerekvička-Rosice"
"944995520","1","3162","1294","001","43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Cerekvička-Rosice"
"945023200","3","3162","1294","900","43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Cerekvička-Rosice"
"945023198","46","3162","5181","35450001","43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Cerekvička-Rosice"
"944995518","61","3162","5784","105","43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Cerekvička-Rosice"
"944995519","21","3162","5784","109","43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Cerekvička-Rosice"
"945036639","23","3162","5784","117","43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Cerekvička-Rosice"
"945023199","2","3162","5784","130","43","586986","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Cerekvička-Rosice"
"945017431","168","3162",,,"43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Vlachova Lhota"
"945009845","2","3162","1294","001","43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Vlachova Lhota"
"945029932","12","3162","1294","900","43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Vlachova Lhota"
"945009844","28","3162","5181","35450001","43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Úplné  střední (s maturitou), vč. nástavbového a pomaturitního","Vlachova Lhota"
"945029792","84","3162","5784","105","43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Střední vč. vyučení (bez maturity)","Vlachova Lhota"
"945036771","15","3162","5784","109","43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vysokoškolské","Vlachova Lhota"
"944995738","25","3162","5784","117","43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Základní vč. neukončeného","Vlachova Lhota"
"945003264","2","3162","5784","130","43","586994","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Vyšší odborné, konzervatoř","Vlachova Lhota"
"945024125","95","3162",,,"43","587001","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let",,"Černíč"
"945016581","1","3162","1294","001","43","587001","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Bez vzdělání","Černíč"
"945009847","3","3162","1294","900","43","587001","2021","2021-03-26","Počet obyvatel s obvyklým pobytem ve věku 15 a více let","Nezjištěno","Černíč"
